topic_id,rank,doc_id,year,theta_dominant,snippet
1,1,5263,2013,0.986153846153846,"It's hard to use fishnet without it looking trashy. Yet for Fall, Reem Acra managed to incorporate the material into nearly every look without once turning down a sordid path. Acra was inspired by a recent trip to Japan ""I fell in love with it,"" she said backstage as well as the work of photographer Daido Moriyama. His close-ups of women in fishnet stockings had clearly left an impression on the d"
1,2,4073,2011,0.985,"According to his show notes, it was a performance by the plaid shirt-wearing Brooklyn band the National that got Juan Carlos Obando thinking about concerts and musicians' gear. So how did he end up with foiled leather cutouts encaging the bodices of his dreamy gowns and strictly tailored separates? ""Kiss!"" the designer exclaimed backstage during his presentation. Indie rock led to glam rock, it se"
1,3,2921,2009,0.9790697674418604,"Akris ' profile is on the upswing lately, thanks to Angelina Jolie, who wore a minimal white suit from the Swiss label during the press junket for The Curious Case of Benjamin Button . Designer Albert Kriemler, an avowed architecture buff, found inspiration for Fall in a pavilion in China's Jinhua Architecture Park designed by Mexico's Tatiana Bilbao. The result was a trapezoidal leitmotif that ma"
1,4,5279,2013,0.975,"Goga Ashkenazi has made headway at Vionnet since her debut effort last season. She threw a well-attended party in Milan last month to celebrate her acquisition of a cache of Thayaht illustrations of Madeleine Vionnet designs. More importantly, the collection she presented today was more runway worthy than what she did back in September. The thunder-and-lightning opening was corny and the Ancient G"
1,5,3996,2011,0.9693548387096774,"Fall is all about sensuality,  Monique Lhuillier said a few days before her show, explaining the dark, sultry tone of her newest collection. ""And besides, women feel beautiful in black."" So black it was for most of the first 22 looks, until voil ! a silk organza blouse in ecru, bedecked in ribbons, made an appearance. There had been a few instances of cheetah up to that point, but the print was so"
1,6,141,2000,0.9678571428571427,"Eisen's clothes have always been simultaneously sensual and practical, executed in sophisticated, figure-flattering fabrics. This season, the South African-born designer showed a neat, clean collection of tan leather coats and tops, luxuriously chunky knit sweaters and light Prince of Wales suits with leather piping. For evening, gauzy chiffon looks were both sweet and sexy while a series of feath"
1,7,2163,2007,0.9612244897959183,"Brian Wolk and Claude Morais have a rarefied vision. They make confectionary-sweet clothes for the good life and seem not to care too much about their hip quotient. With the fashion pendulum swinging back toward the pulled-together, there were many pieces in their Spring collection that looked right. Take, for instance, a one-shoulder cocktail number in hot pink satin-faced organza with a frill ru"
1,8,5682,2013,0.9558139534883722,"Goga Ashkenazi is intent on making her rehab of Vionnet stick. She acquired this French heritage brand last year, and anybody who's spent time with her knows she's fabulously determined. Doubtless she'll eventually figure it out, but for every step forward today, she took another step back. On the one hand, Ashkenazi had managed to secure big-name models like Carolyn Murphy and Lily Donaldson; on "
1,9,6486,2014,0.95,"Start following Peter Copping on Instagram (@PeterRicci) and you'll soon discover that the Nina Ricci designer has a serious thing for interiors. A group of photos of his favorite interiors was his starting point today, and it just goes to show that designers are at their best when they do what they know. This was one of Copping's strongest collections in a whileãalive with intense colors, like th"
1,10,3987,2011,0.9408163265306124,"When Reem Acra was a young girl, every Sunday she and her father used to hike up mountains on the outskirts of Beirut in search of amber. After digging up the resin, they would wash it before examining it under a microscope, then catalog the specimens. These nature memories influenced Acra's Fall collection. The designer explained how she would frequently find insects trapped in the amber, so ther"
2,1,5021,2012,0.9804347826086957,"Fausto Puglisi has seen his profile rise on the backs of glamour-pusses like Madonna and Anna Dello Russo. The former sported his gladiatrix designs during the Super Bowl halftime show last February. The latter started getting photographed in Puglisi's frocks a year or two ago and wore a pink minidress from his new Spring collection, with cutouts on the sides and embroideries just about everywhere"
2,2,5659,2013,0.9648148148148148,"Feminine, easy-to-wear clothes are what Wren 's Melissa Coker does best, and she's been bringing them to life for the past several years with quirky, creative videos made in collaboration with starlets who embody the free-spirited essence of the contemporary Los Angeles-based label. This season, the designer worked with director Kava Gorna, who filmed Annabelle Dexter-Jones and Hailey Gates spendi"
2,3,4011,2011,0.953658536585366,"Today's  Elie Tahari show, the designer would like you to know, is brought to you by the letter L. ""Lots of Ls,"" he said backstage, when asked for a summation of the season. ""L for love, L for luxe, L for luscious, L for layering, leather, lace, leopard, longer lengths."" It's also brought to you by the good old letter D for drama. Tahari's business is predicated on office-ready separates, but he s"
2,4,4322,2011,0.9525,"Neil Barrett 's big idea this season was to enlarge traditional patterns houndstooth, Prince of Wales check, marini're stripes and to distort them. ""Unraveling"" is how he described it at his Rue du Mail presentation, but that might be a bit of an overstatement. Barrett is a controlled designer, and bless him for it. Anyone who saw his menswear collection for Spring will recognize the oversize silv"
2,5,5008,2012,0.9486486486486488,"Jean Touitou is celebrating A.P.C. 's 25th anniversary this year, but he's still as hands-on as ever. This morning, he personally narrated the label's modest presentation of 16 looks at its newly renovated sixth arrondissement headquarters. A huge, curving vintage leather couch was trucked in for the appointments, which was fitting because, as Touitou explained, the clothes were inspired by a Germ"
2,6,3868,2011,0.9472222222222224,"Jean-Charles de Castelbajac hit upon the season's surrealism undercurrent with a show he dubbed ""Woman/Ray"" For all the kids out there reading this, that's a play on Man Ray. Come to think of it, putting the artist's famous Glass Tears and Le Violon d'Ingres photographs on dresses might be a pretty efficient way to practice art history these days. Get Katy Perry, who was sitting in the front row, "
2,7,4248,2011,0.9457142857142856,"Tribune Standard designer Tawfik Mounayer is working on building up hisfledgling brand. At today's Spring presentation, he proudly pointed outseveral tiny Tribune Standard signatures tucked discreetly into thisseason's carnation print (""floral is the new animal print,"" according to thedesigner). Original prints are quickly emerging as one of Tribune Standard'scalling cards. For Spring, Mounayer bo"
2,8,2822,2009,0.9357142857142856,"Deconstructing classic pieces and putting them back together a little askew, Victoria Bartlett played with shapes this season. Seaming on knits formed new contours, and there were unexpected openings here and there as on a pair of long, turtleneck sweater dresses slit all the way up the sides that allowed the designer's signature underpinnings to peek through. While bandagelike back-brace belts le"
2,9,443,2001,0.9355555555555556,"The gilded, mirrored, wallpapered and chandelier-laden salon of Manhattan's Tavern on the Green formed the over-the-top setting for ""Mu equita,"" as Betsey Johnson dubbed her Latin-themed extravaganza.  Here is Johnson's vision for Spring, from the bottom up. Start with cork-spike heels of vertigo-inducing heights, complete with iridescent straps; set them off with ankle-length fishnets and an ankl"
2,10,1759,2006,0.9292682926829268,"At the close of his spring show, titled ""American Spectators,"" Bryan Bradley took a bow in camouflage pants with a Stars and Stripes bandana tied on his head. The collection's back story, the designer said, was ""Western entropy versus Eastern ascendancy."" Accordingly, there was an Orientalist flavor throughout. Jessica Stam came out in a lacquer-black cracked-leather coat with an asymmetric button"
3,1,5423,2013,0.98,"Jason Wu's lower-priced Miss Wu line picked up right where it left off last season. Like the debut lineup, this one was chock-full of polished yet playful everyday pieces with a Jean Shrimpton sixties twist. While the designer just recently waded into the contemporary market, he's already identified knits, leather, and dresses as particularly strong categories with sales (Miss Wu will remain exclu"
3,2,4704,2012,0.9775,"Moncler gives good show. Today, a couple inches of artificial snow dusted the runway; above it, designer Giambattista Valli had a working chairlift installed. Moon boot-ed male models stomped around the lift, toting skis, shopping bags, and suitcases. You got the sense that if Valli could've figured out how to fit a mountain inside the Couvent des Cordeliers venue, he would've had fun doing that, "
3,3,3241,2010,0.9678571428571427,"My number one inspiration is my customer, Tracy Reese said backstage before the show, echoing the sentiments of other contemporary designers we've talked to this week. ""I think about how she can look great while trends are changing so quickly."" In other words, Reese isn't out to make a huge statement and forge the season's mood, but to interpret how it relates to her brand. For Fall, she focused o"
3,4,5403,2013,0.9612244897959183,"We already have enough cocktail dresses in our closets, said Amy Smilovic backstage before showing her Tibi Fall collection, which focused on utilitarian sportswear and layering solutions for multiple seasons. The logistical question Smilovic asked herself was: ""How do we make clothes that will take our customer from August to February "" Her answer was detachable hoods and turtleneck dickeys style"
3,5,5549,2013,0.9595744680851064,"Olivier Rousteing name-checked Paul Poiret and Christian Lacroix in addition to his label's founder, Pierre Balmain, today. Put them all together and you still wouldn't match the irrepressible exuberance of this young designer. Backstage he was asked if the hip-high suede boots the models wore (he called them cuissardes ) were hard to put on, and he replied, ""No, it's fine. At Balmain , everything"
3,6,4100,2011,0.9547619047619048,"Neither snow nor rain nor wind machine can keep the Moncler Gamme Rouge girl from her sporty-chic outerwear. Giambattista Valli and his set designers threw all of that and then some at the models, a diverse bunch that included the likes of Loulou de la Falaise Klossowski and Kirsten Owen alongside the newbies. After almost a solid month of looking at fashion, it isn't necessarily easy to engage wi"
3,7,4340,2011,0.9524590163934428,"Biography can be more or less relevant to a designer. In the case of Calla designer Calla Haynes, it seems worthwhile pointing out a few things, especially for the sake of those not yet familiar with her two-year-oldlabel. Haynes hails from Toronto, Canada, home of famously nice people; she lives and works in Paris, birthplace of couture. The road from Toronto to Paris included stops at Rochas and"
3,8,3915,2011,0.9442857142857142,"It may have been his best collection yet it was undoubtedly his most elegant. With today's show, Rick Owens scaled new heights in his pursuit of purity. It was a master class in balance and proportion, perfectly colored to match, in complementary layers of taupe, gray, brown, ivory, and black. From the moment Daphne Groeneveld walked out onto the runway in elbow-length gloves and a floor-length sk"
3,9,2885,2009,0.9408163265306124,"Backstage, Véronique Leroy explained the look of her Fall show as "" pr caire de luxe "" that is, very roughly translated, ""hobo deluxe,"" someone precariously living the lush life who could lose it all in the blink of an eye. The luxury element was clear. The designer's haute bums mixed their crystal-edged brown tweed coats and jackets with high-waisted leopard-print pants or laser-cut eyelet skirts"
3,10,4505,2012,0.9387096774193548,"Bouchra Jarrar is making a success of her made-to-measure business. So much so that she's been able to open an atelier and a showroom in the second arrondissement and produce the ready-to-wear collection that she showed today. Admirers of Jarrar's sharp tailoring and simply elegant dresses will recognize her signatures: the spare tailleurs, the contrast piping on understated A-line shifts if anyth"
4,1,5649,2013,0.9808510638297872,"This evening's Christian Wijnants show left you with a sense of gnawing dissatisfaction. Not because he lacks for ideas or talent, but rather because he patently has the goods, and this seemed a missed opportunity for a breakthrough collection. Wijnants' concept was rich: He was paying homage to the Islamic women in Somalia who play basketball, in transgression of religious custom and at risk to t"
4,2,5821,2013,0.9795454545454546,"Like many designers, Carven 's Guillaume Henry was preoccupied with the nineties this season. And he found an appealing angle into the era, conjuring not its sneering riot grrrls but its sweethearts. ""I was thinking about the girls I went to college with, first of all,"" Henry explained after the show, ""but then also about women like Drew Barrymore and Liv Tyler. There was something tough about the"
4,3,6496,2014,0.9688524590163936,"The key to Stella McCartney 's show was the shoes. In their rubber-soled flatform oxfords, the models glided around the Palais Garnier utterly unencumbered. To look at those shoes you wouldn't think they'd be sexy, and yet wearing McCartney's super-short hem lengths or stirrup leggings (those were a surprise!) and sporting those clunky oxfords, the models looked quite fetching. Sexy is a McCartney"
4,4,5497,2013,0.9623376623376624,"One of those empty office buildings with arresting panoramic views of the city of London was the site of Antonio Berardi 's show today. The setting was appropriate: The big inspiration for Berardi's Fall collection was the great Brazilian architect Oscar Niemeyer, who died at the end of last year. In the confines of one of those identikit office spaces so beloved by developers and probably viewed "
4,5,2603,2008,0.9604166666666668,"I just wanted something soft and hyper-romantic, easy but a bit surreal at the same time, said Erdem Moralioglu backstage. ""I've got all these images of seventies theater productions of A Midsummer Night's Dream , and Eton boys wearing flowers in their boaters."" Whatever inspired him to push for all-out prettiness, and design a stunning lineup of dresses in French lace and dappled pastel-tinted wa"
4,6,6055,2014,0.9387096774193548,"Nature was on Stella McCartney's mind as she designed her latest collection for Adidas. And that was reflected here in quite a few ways: There were the impressionistic photographic prints of the countryside in the south of England, carried over from Pre-Fall, and wood-grain prints that were new; there was also an earthy palette including forest green and bark brown. But the really interesting enga"
4,7,6108,2014,0.9325581395348838,"Hussein Chalayan has been exploring the concept for his new collection, Through, for a while. Reenvisioning a journey through the physical space of his office scarcely suggests a promising fashion inspiration, but the designer already proved with his Pre-Fall Chalayan offering that such a fiercely abstract notion could produce concretely attractive clothing. And he carried over the best pieces. Cr"
4,8,2645,2008,0.9325581395348838,"Louise Goldin is a unique creature: a knitwear designer whose talent really soars in summer. Her imagination literally took off this season as she approached her subject from the point of view of ""remote sensors,"" i.e., what satellites see when they look down on Earth. ""And then,"" she said, ""I spent hours in scientific libraries researching data and being inspired by graphs, statistics, and high-t"
4,9,2258,2008,0.920967741935484,"Junya Watanabe is less a man of few words than a man of two words: That's all you'll ever get out of him (if you're lucky) after his shows. This season the words were ""geometric sculpture"" but as gnomic as that sounds, the amazing collection of draped gray jersey he had assembled actually needs no further explanation. There's a level at which intellectual justifications for clothing become tedious"
4,10,5141,2012,0.9158536585365852,"Once, you worried for the Céline woman. She would stand there perfectly put-together you imagined she never sat, that would be too undisciplined and unruly, and it would ruin the line of her clothes. She was anxious for the world to see how brilliant she was; yes, she knew about Bauhaus, both the movement and the band, in depth had you not seen the color-blocking on her coat or her perfectly manic"
5,1,6330,2014,0.990816326530612,"A handout at the Prada presentation tonight equated a fashion show with a theatrical performance: characters, space, costumes, music, and lights creating an enveloping experience. The small, square invitation sealed the deal, summoning us to ""Act 2,"" the first act being the men's show in January, for which Miuccia Prada claimed inspiration from Germany's cultural avant-garde, in particular choreog"
5,2,6489,2014,0.990816326530612,"A handout at the Prada presentation tonight equated a fashion show with a theatrical performance: characters, space, costumes, music, and lights creating an enveloping experience. The small, square invitation sealed the deal, summoning us to ""Act 2,"" the first act being the men's show in January, for which Miuccia Prada claimed inspiration from Germany's cultural avant-garde, in particular choreog"
5,3,4120,2011,0.982,"Emilio de la Morena is a process-oriented designer. Each of his collections has seen him exploring new ways of putting together clothes, and the techniques he develops, such as palimpsest layering, tend to accrete over the course of seasons, emerging as brand signatures. One of the key tactics de la Morena employed for Spring had to with suspension: He showed pieces that had been built up by hangi"
5,4,5176,2012,0.976923076923077,"A trip to the zoo prompted Carlos Miele 's two-year-old son to draw pictures ofthe animals he observed. A blue giraffe emerged, and for Miele, inspirationstruck. ""I wanted to create a hallucination jungle,"" the designer saidbefore his show. Lightness in the jungle's tropical heat was important, soMiele incorporated movement into his looks, using lots of chiffon andborders of fringe. His son's blue"
5,5,6454,2014,0.9677966101694916,"Lee McQueen often claimed that he felt obliged to offer his audience, drained by weeks of shows, something spectacular to reanimate them. The thought drifted across the minds of some of the more seasoned guests tonight when they walked into an arcane venueãthe training stables of the Garde R_publicaineãto be confronted by a landscape composed of ten thousand heather plants, illuminated by spooky m"
5,6,5053,2012,0.9408163265306124,"The backdrop for Rick Owens ' presentation today was a wall of falling foam that turned into a floor of spreading suds. It involved the same technology that is used in Ibiza's notorious foam parties, except here the effect was quite different. Owens himself called it ""a little bit hallucinogenic."" It was like the sensation you get when you're above the clouds, looking down. Maybe that's why the pa"
5,7,5240,2013,0.9397959183673468,"California grunge was the inspiration for Hedi Slimane's second women's collection for Saint Laurent . Though the huge banners outside the Grand Palais still proclaimed ""YSL"" in the old typeface, that is more likely to be one last wrinkle of the past on the list to be ironed out, rather than an oversight on the part of a man whose yen for control is legend to the point where you might almost think"
5,8,6463,2014,0.932876712328767,"If Chanel 's Spring show skewered the art world for the oligarchs'supermarket it has turned into, Karl Lagerfeld went one better for Falland imagined the whole world as a megastoreã un grand magasin ãunder the sign of the double C. The shelves of his extraordinarily detailed set were stacked with more than a hundred thousand items, brazenly advertised at 20 or 50 percent more. No bargains in these"
5,9,6147,2014,0.9256410256410256,"Dries Van Noten showed his new collection on the eve of the opening of his exhibition at the Musée des Arts Décoratifs, two years in the making and promising to offer insights into a living designer's mind the likes of which we've never before been privy to. The experience of putting the exhibition together has filtered into Van Noten's past few presentations: delving into the museum's archives, r"
5,10,4153,2011,0.9171428571428571,"It's a Versace moment. The H&M collaboration is about to crush retail; designer kids everywhere are feeling the Versace vibe. But maybe the most interesting thing about the show today was that people left the house Gianni founded saying, ""That was so Donatella."" The mood was set by the luminescent glow that illuminated the garden at the Via Ges? show space. It was like the light from a swimming po"
6,1,6145,2014,0.986153846153846,"Fashion is having a Donna Karan moment. Other designers have been referencing her jersey draping and velvet and silk chiffon gowns. This made witnessing Karan's 30th anniversary collection down on Wall Streetãshivering alongside the likes of Katie Holmes, Hugh Jackman, and Rita Ora in the drafty raw spaceãextra fascinating. Which parts of her own extensive oeuvre would the designer find compelling"
6,2,3105,2009,0.9857142857142858,"Christophe Decarnin is the man on whose glittery, highly padded shoulders rests the success of the whole of the mass market as it currently stands. It's a known phenomenon that the cost of a single one of his jackets ($9,000 or thereabouts) could pay for an entire wardrobe of Balmain knockoffs for ten teenage girls, but no matter: He is hot. His models are scorching. And if what he does is the opp"
6,3,2509,2008,0.9727272727272728,"Jasmine Al Fayed has apparently decided it's time to get serious. Six seasons in, she's traded her party-dress formula for a new focus on tailoring. Her jackets, with their slightly eighties shape (elongated torso, strong shoulder, scrunched-up sleeves) felt very now, as did a lounge-y pair of genie pants and a loose-legged satin jumpsuit. But it was hard to find an organizing principle for much o"
6,4,6468,2014,0.9707692307692308,"Fashion is having a Donna Karan moment. Other designers have been referencing her jersey draping and velvet and silk chiffon gowns. This made witnessing Karan's 30th anniversary collection down on Wall Streetãshivering alongside the likes of Katie Holmes, Hugh Jackman, and Rita Ora in the drafty raw spaceãextra fascinating. Which parts of her own extensive oeuvre would the designer find compelling"
6,5,675,2002,0.97,"The late Franco Moschino was fashion's greatest prankster, always playing the silliest tricks on his audience to jolt them out of their seriousness. So when the models at this house decided to open the show by walking the runway backward, it was a jape that took the audience back to the old days in a very welcome way. After the laughter, though, came a lot of scribbling in notebooks, because the c"
6,6,3549,2010,0.9634615384615384,"I started with abandon. Now I'm more interested in control, Rick Owens said, contemplating his new collection. That, in a nutshell, is the passage from youth to maturity. Still, as you age, you realize complete control is an impossibility, and yet you pursue it anyway, which inspires the melancholy of futility. How many fashion designers can you attach that weight to? That feeling surely explains "
6,7,4824,2012,0.9627450980392156,"The Victorian era has been getting a lot of attention on the Paris runways. Andrew Gn is the latest designer to give dark romance a go. He opened with a narrow, streamlined navy coat, trimmed on the shoulders and the front placket with black mink. It had a faintly military look about it. The silhouette made reappearances throughout the show, turning up with tiny leather leaves embroidered on the s"
6,8,848,2003,0.962,"Victorian dolls and Brooke Shields in Pretty Baby : Those were the not-so-innocent fancies that caused John Galliano to get into cream puffs and frills for summer. His first model teetered out in a bustled-up romper confection with overblown transparent sleeves, white stockings and suspenders, and a two-foot pompadour. Her girlie cohorts followed, gussied up in itsy eyelet tutus, marabou-trimmed r"
6,9,4023,2011,0.9602739726027396,"We lost count somewhere around 90 when we tried to tally the photographers in the pit at Jason Wu 's Chelsea show today. The designer's rise has been fairly meteoric, thanks in part to Michelle Obama, of course. But it struck you, looking at his Fall collection: The clothes are legitimately living up to his outsized reputation. Wu's always been about a polished, preternaturally ladylike look. What"
6,10,4881,2012,0.95,"Tucker designer Gaby Basora had music on the mind when working on her Spring collection. But unlike most designers for whom music translates into leather jackets, ripped T-shirts, and tight jeans Basora was feeling a different rhythm. It had a lot to do with the book she was reading, David Hajdu's Positively 4th Street , a biography about Bob Dylan and the Baez sisters. ""It feels a little edgier a"
7,1,5958,2013,0.9833333333333334,"The man who made Anja Rubik's hip bone a worldwide fetish is back at it again for Spring. ""Girls are their most beautiful during their holidays,"" Anthony Vaccarello explained backstage. ""I wanted to try to bring swim to the city."" Vaccarello's method was to cut dresses and miniskirts with a triangular-shaped hem in the front that he connected to the back of the garment with narrow horizontal bands"
7,2,5714,2013,0.9720588235294116,"Fade to black. After months of speculation about the status of Marc Jacobs' contract at Louis Vuitton , the writing was on the wall today. The staging of the show re-created many of the sets from his sixteen-year tenure at the LVMH-owned house: the elevators, the escalators, the carousel, the fountain, last season's hotel corridors they were all there, a reminder of the designer's extraordinary sh"
7,3,6484,2014,0.9634615384615384,"The camera guys were making a fuss over Blake Lively and Michael Douglasãthey both looked great in the front row. But Hollywood star power or no, all anyone could talk about before the Michael Kors show was the news last week that thanks to his soaring stock price, the designer is now a billionaire. That kind of fortune could de-incentivize even the most ambitious type. Not Kors. The last couple o"
7,4,3229,2010,0.9546875,"The plaid-flannel-and-knit-cap set came out for Rachel Comey 's show Thursday evening, and with the designer's friends Hex Message playing in the background, the event felt more like an impromptu jam session than a runway show. But still, it's hard to look away from Comey's eccentric prints and quirky styling: The clothes soon reclaimed center stage and the focus shifted to parsing the layered loo"
7,5,3826,2011,0.9472222222222224,"Yohji Yamamoto took Y-3 off the beaten path for Fall. The journey was the destination. ""Our generation you can call it the beatnik generation or the Vietnam War generation; we have been called hippies our generation has been traveling all around the world, by walking,"" he whispered after the show. ""Now the young people don't make this kind of travel. I want to catch this spirit [and give it] back "
7,6,3094,2009,0.9472222222222224,"She started as a textile designer, and for a while it looked as if Louise Gray 's scope was limited to a shift dress with dingle-dangle patchwork on the front. This season, though, the Scottish up-and-comer finally filled in the whole picture of who she is (a punchy young girl with a rebellious streak) and who she might appeal to (like-minded types with an eye for something off-kilter and vivid). "
7,7,6003,2013,0.9292682926829268,"Being ahead of the curve can be both a blessing and a curse. Victoria Bartlett, for instance, is a designer who frequently finds herself too far in the vanguard, particularly in terms of her body-centricity and fluency with the aesthetic vocabulary of activewear. Other brands have been incorporating athletic influences lately, but Bartlett can justifiably claim to have got there first: Her debut V"
7,8,6282,2014,0.925,"The camera guys were making a fuss over Blake Lively and Michael Douglasãthey both looked great in the front row. But Hollywood star power or no, all anyone could talk about before the Michael Kors show was the news last week that thanks to his soaring stock price, the designer is now a billionaire. That kind of fortune could de-incentivize even the most ambitious type. Not Kors. The last couple o"
7,9,5815,2013,0.9140350877192984,"There was a celebratory energy in the air at the DKNY  Spring runway show, which officially marked the label's 25th anniversary, a.k.a. #DKNY25. Donna Karan and company took the occasion to revisit some of the line's greatest hits, ranging from streetwear staples (a focal point since the beginning) like sporty parkas, bodysuits, and track pants all plastered with bold DKNY logos to the slinky, low"
7,10,6043,2014,0.9057692307692308,"The camera guys were making a fuss over Blake Lively and Michael Douglasãthey both looked great in the front row. But Hollywood star power or no, all anyone could talk about before the Michael Kors show was the news last week that thanks to his soaring stock price, the designer is now a billionaire. That kind of fortune could de-incentivize even the most ambitious type. Not Kors. The last couple o"
8,1,5010,2012,0.98125,"It's pretty clear at this point that women planning to make exactly one""key trend"" purchase for Spring '13 ought to be on the lookout for acrisp, chalky white shirt. Yes, there are other trends emerging thisseason, but that white shirt is the one that counts, because it's sosymbolically perfect. And what it symbolizes is the scrubbing off ofseveral seasons' worth of explosive, dazzling digital pri"
8,2,5663,2013,0.98,"Backstage at Charlotte Ronson , the designer described her girl: ""She's a Parisian in New York. She's studious and intellectual, but she likes to have fun. The dresses are sweet, but you can see the body underneath."" Feminine with a tomboy twist is a Ronson specialty she has a knack for keeping things on the cool side of pretty and the result is always lighthearted (the Ronson girl is the one who "
8,3,6341,2014,0.9773809523809524,"Ralph Lauren had a surprise for his guests this morning. Not hot cocoaãalthough that would have been a nice treat after slogging through Winter Storm Pax to his remote venue. The designer is launching a new Polo collection for women, and he introduced it on his runway today. The first twenty-five looks of the show were Polo label, and it was a diverse offering. After more than four decades in busi"
8,4,2685,2009,0.9727272727272728,"According to the program notes, designer Michelle Smith views herself as her own muse each season. If her growing business is any indication? Milly recently opened an in-shop boutique at Harrods, and Jill Biden wore a houndstooth Milly shift on Inauguration Day, sparking a spike in sales she has good taste. The cool-creative style of New York's galleristas was the jumping-off point for her latest "
8,5,6326,2014,0.9654761904761904,"Ralph Lauren had a surprise for his guests this morning. Not hot cocoaãalthough that would have been a nice treat after slogging through Winter Storm Pax to his remote venue. The designer is launching a new Polo collection for women, and he introduced it on his runway today. The first twenty-five looks of the show were Polo label, and it was a diverse offering. After more than four decades in busi"
8,6,4799,2012,0.9604166666666668,"With her eye-popping graphic style, more-is-more approach to color andembellishment, and overall campy attitude, Holly Fulton practically daresyou to hate her clothes. Somehow, that proves impossible. The collectionFulton showed this morning was a case in point: Rainbow-hued and covered inecstatic hothouse-inspired patterns, the clothes had a certain irrepressiblechic. They were about as hard to d"
8,7,4998,2012,0.95,"The world needs Jenny Packham . Or, at any rate, it needs designers like Jenny Packham designers who make dresses that make women feel like movie stars, and movie stars feel like princesses, and princesses feel like the queen of the whole damn world. Directional fashion types may find it tempting to condescend to Packham, but there's a market for what she does unless she does it badly. This was a "
8,8,3788,2010,0.9472972972972972,"Jonathan Saunders knew what he didn't want for Spring: androgyny and any reference to the seventies. Instead, he was looking at what he called ""the gorgeous picture-postcard beauty"" of the women in Erwin Blumenfeld's fashion photography of the forties and fifties, and, from the same period, the pure, sporty femininity of Claire McCardell's designs. Those inspirations made for an extremely pleasing"
8,9,2157,2007,0.9470588235294118,"The revolving doors at Bill Blass haven't quite stopped spinning although Peter Som has been named as Michael Vollbracht's successor, his first collection will be for pre-Fall. The clothes shown today at the Celeste Bartos Forum in the New York Public Library were the work of the design team of Prabal Gurung, Ana Carolina Coelho, and Tyler Rose. For this interim effort, the trio dug into the house"
