year,topic_id,top_relevance_words,top_lift_words
2002,0,"suitable, antidote, ensemble, alternative, individual, smoking, leather, streetwear, jacket, darling, ride, precision, apt, pleasing, exercise","ensemble, alternative, suitable, antidote, streetwear, apt, darling, precision, pleasing, ride, dip, wispy, flea, shortage, australian"
2002,1,"editorial, magazine, sumptuous, beaded, restrained, closing, concise, series, musician, instance, fellow, breezy, slit, cashmere, cocktail","magazine, sumptuous, editorial, instance, musician, closing, concise, pure, middle, control, kaleidoscope, knockout, outstanding, aviator, slit"
2002,2,"heyday, tube, familiarity, loud, formula, process, upbeat, core, frayed, production, parachute, blue, description, flashy, difference","familiarity, process, tube, loud, formula, core, upbeat, frayed, difference, flashy, description, production, building, bustle, womanly"
2002,3,"coat, fur, jacket, leather, velvet, skirt, pant, fall, boot, cashmere, tweed, biker, satin, mink, shoulder","forceful, decision, horizontal, bedroom, typical, acid, topper, timeless, pleasure, context, death, tapestry, claim, raison, press"
2002,4,"leather, pant, body, jacket, edge, coat, talent, white, vision, skirt, belgian, track, guest, torso, tailoring","extraordinary, partnership, surface, tail, caped, uncompromising, studio, refinement, boutique, rigorous, sinister, formality, vice, mirror, intriguing"
2002,5,"sponsor, stage, crowd, complete, game, audience, theater, contemporary, talented, courtesy, collective, labor, event, outfits, art","talented, collective, labor, courtesy, actual, laser, grecian, sponsor, brilliant, wise, game, theater, contemporary, tassel, scottish"
2002,6,"print, kimono, satin, jacket, short, skirt, flower, silly, spring, ribbon, summer, lace, trick, lacing, chiffon","silly, kimono, emotion, format, wrist, finesse, beginning, incarnation, thought, border, utility, rose, strict, sugar, backpack"
2002,7,"baseball, overall, print, bikini, stripe, green, jacket, bright, circa, sport, short, cute, sneaker, pant, summer","gingham, frilled, task, glittery, triangle, sol, offer, dose, fare, cap, classical, slogan, swirl, distant, naive"
2002,8,"skirt, spring, short, chiffon, crisp, palette, jacket, appeal, customer, sheer, life, white, simple, occasional, cotton","reflective, golden, egg, sunshine, demand, niche, argument, sunset, slipdress, ombré, flapper, boudoir, cheer, birthday, principle"
2002,9,"pant, jacket, low, wool, skirt, sexy, slung, supple, leather, smart, suede, soft, coat, hip, trip","laden, intricate, hued, shapely, native, textile, answer, showing, womenswear, glossy, bunny, daywear, trip, prize, clutch"
2003,0,"sinuous, jacket, slender, statement, couple, mainstream, mainstay, striking, natty, quest, pull, doubt, strict, skirt, basic","mainstay, mainstream, natty, pull, quest, doubt, striking, rise, coup, boyish, wit, slender, substantial, secret, discipline"
2003,1,"silk, skirt, white, cashmere, jacket, modern, cool, coat, simple, relaxed, elegance, tweed, tongue, charmeuse, geometric","varsity, relaxed, coincidence, puzzle, bare, bandeau, pinstriped, terrific, velour, vocabulary, cable, chenille, tribute, weekend, magic"
2003,2,"polish, wheel, grass, gift, jean, print, earring, soundtrack, rhinestone, gown, showgirl, award, gal, chain, jacket","polish, gift, grass, wheel, interview, prom, disc, border, leopard, requisite, earring, award, gal, crown, magic"
2003,3,"coat, fall, fur, leather, jacket, skirt, sophisticated, collar, satin, short, pant, tweed, luxury, crocodile, ribbed","opulent, cloud, topcoat, gilet, breasted, grommet, zebra, pelt, giraffe, ear, puffer, topper, blend, camel, dart"
2003,4,"leather, shirt, work, white, puffy, jacket, high, recognizable, tendency, skirt, coat, construction, harness, complex, expectation","lightning, ship, kooky, artificial, globe, extreme, function, strictness, bandage, recognizable, adventure, legacy, bat, tomboy, monochromatic"
2003,5,"gown, tap, skirt, tulle, dancer, movie, jacket, performance, celebrity, lace, bead, checkerboard, audience, carpet, pleated","account, source, snow, nomadic, stint, checkerboard, apt, horse, cha, template, race, fodder, requisite, leopard, artful"
2003,6,"jacket, summer, corset, ribbon, chiffon, lace, corsetry, print, lingerie, cream, skirt, bra, frill, silk, suit","victorian, folly, rosette, smooth, aim, fixation, remarkable, chief, manner, interplay, innocent, earthy, lattice, textured, sensuality"
2003,7,"stripe, playful, archive, twin, pant, jacket, cartoon, bright, action, parent, cool, sweater, scene, swirly, shirt","outer, relevance, direct, fab, graduate, pal, venture, rule, minded, cartoon, action, silly, subtext, brain, origin"
2003,8,"blue, pink, chiffon, white, customer, spring, mod, short, sweater, skirt, coat, camp, gown, mini, trouser","hold, sell, splash, uncomplicated, camp, symbol, unusual, balanced, basket, reminiscent, guipure, cowboy, foray, toned, wood"
2003,9,"count, code, safari, silk, easy, area, following, skirt, home, native, sunset, book, faithful, interested, devoted","count, safari, code, devoted, hybrid, area, dense, characteristic, inspection, gamine, interested, global, capital, hued, snakeskin"
2004,0,"jacket, skirt, uptown, spring, coat, ninety, handed, leather, case, silk, shirt, white, punky, musical, relief","relief, uptown, musical, punky, association, trippy, zigzag, monochromatic, mirror, poor, natty, characteristic, venture, corsage, arty"
2004,1,"skirt, jacket, client, coat, white, gown, tweed, modern, lace, sleeveless, sophisticated, dressy, smoking, strapless, classic","paneling, shot, buzz, cloth, sleeveless, argyle, sweetness, gauze, blank, code, appointment, deconstruction, spirited, ride, stone"
2004,2,"party, print, jean, chiffon, fun, clingy, sugar, ambition, fruit, necklace, accessory, purse, lamé, great, pool","ambition, sugar, clingy, hell, flared, pleaser, noise, fitting, legged, transparency, focused, stud, australian, bang, attempt"
2004,3,"fur, coat, fall, jacket, high, sweater, leather, camel, skirt, collar, flannel, shearling, winter, satin, neat","structured, title, pit, interpretation, adult, obi, corseted, baseball, exceptional, sculptural, sensitive, ticket, mastery, grey, alpaca"
2004,4,"knot, rope, talent, skirt, greek, white, compelling, relationship, pant, plain, portion, jacket, installation, heavy, body","compelling, relationship, knot, portion, ponchos, target, angled, echo, brain, rope, grid, spine, zip, precise, stocking"
2004,5,"skirt, venue, answer, jacket, dancer, audience, tree, couple, turn, event, insert, evident, eighteenth, century, presentation","attendee, quick, innovation, showgirl, boundary, riot, palm, distinct, park, kitsch, perennial, contender, evident, tap, beat"
2004,6,"suit, jacket, satin, short, shoulder, skirt, white, ribbon, history, surreal, lace, lineup, chiffon, extra, crystal","swag, remarkable, dotted, compliment, louche, loafer, mental, solo, tassel, chest, robe, toed, surreal, lineup, groove"
2004,7,"tennis, husband, teen, zippy, playsuit, silly, lunch, intention, team, hued, nostalgia, highlight, print, sunny, rainbow","tennis, lunch, playsuit, zippy, silly, teen, intention, determined, hued, nostalgia, fluorescent, husband, highlight, perspective, mad"
2004,8,"skirt, spring, trouser, mainstay, combination, pencil, tradition, blouse, socialite, blue, jacket, silky, silk, crisp, shirt","tradition, olive, bite, edgy, camp, lavish, movement, watercolor, pistachio, detailed, mainstay, fare, brown, toned, aim"
2004,9,"jacket, skirt, wheel, pant, silk, average, cotton, spring, trouser, foil, pair, soft, calf, safari, toile","foil, horror, versatility, friendly, mannequin, wheel, nonsense, commitment, retail, average, dozen, corner, chair, product, anglaise"
2005,0,"coat, skirt, spring, jacket, pantsuit, shirtdress, sleeve, goth, bow, interest, waist, white, leather, pleat, flip","flip, tabard, multi, insider, shoot, smoking, gimmick, slash, tutu, austere, accessible, damask, sponsor, paint, covetable"
2005,1,"skirt, gown, simple, silk, chiffon, neck, strapless, edge, client, shirt, column, basket, floor, spring, coat","basket, topcoat, test, bed, storm, fellow, normal, flap, front, trumpet, raspberry, robe, portion, spray, pajama"
2005,2,"print, hour, skirt, denim, period, jacket, sound, party, spectacle, chain, tradition, siren, glamour, location, accessory","glittering, slow, limit, offer, energetic, chubby, teen, spectacle, hostess, ride, interview, gun, crimson, beloved, code"
2005,3,"fur, coat, jacket, fall, velvet, boot, leather, pant, deal, extraordinary, mannequin, crocodile, breast, mongolian, bag","midnight, landscape, sky, bangle, ware, handmade, dynamic, deal, stole, warmth, goal, mannequin, attempt, cinematic, ply"
2005,4,"sample, certain, white, jacket, factory, church, skirt, talent, young, copper, shoulder, backstage, conceptual, hard, coat","factory, church, rounded, output, aforementioned, hundred, circumstance, reflection, hook, complicated, sample, armor, environment, fourth, peacoat"
2005,5,"organza, skirt, jacket, lace, print, coat, gown, white, artist, century, possible, tent, lip, tulle, romantic","bandage, oxford, showgirl, context, cabaret, race, death, messy, emotion, kaleidoscope, curvaceous, cultural, pressure, steel, crown"
2005,6,"lace, gown, ribbon, cream, satin, short, white, pretty, blouse, jacket, chiffon, lingerie, quiet, sheer, fragile","candy, craze, noteworthy, translation, checkerboard, tile, royal, emphasis, idiosyncratic, angular, sensation, horizon, tailor, habit, tea"
2005,7,"denim, street, legging, hoodie, graphic, white, applause, big, tennis, kitsch, fun, energy, seasonal, bright, team","spectator, booty, baseball, hoodie, lambskin, bubblegum, charge, owl, grouping, applause, massive, bondage, inky, pragmatic, playsuit"
2005,8,"focused, skirt, flat, cotton, floaty, voile, macram, spring, slipdresse, review, hem, slight, important, print, signature","notice, seamless, caviar, flight, irony, inclined, hotel, positive, execution, spectrum, optic, ornate, sell, ikat, brooch"
2005,9,"skirt, jacket, flare, coat, ancient, leather, bloomer, wool, easy, shimmering, pant, roman, supple, waist, print","knack, heartfelt, cat, complaint, surf, mile, intent, ancient, darkness, shimmering, stripy, argyle, roman, sultry, realistic"
2006,0,"short, skirt, jacket, white, spring, leggy, sand, coat, luxurious, consistent, chiffon, photo, heavy, presentation, gown","consistent, reinterpretation, interview, towel, album, shopper, necessary, colored, horizon, envelope, sand, swag, luxurious, possibility, tomato"
2006,1,"gown, jacket, sweatshirt, number, silk, cha, series, skirt, material, strap, restrained, suit, beaded, spring, coat","tennis, attendee, circus, custom, cartoon, ride, array, sparkly, quest, overcoat, serene, kicky, choker, canvas, diaphanous"
2006,2,"limited, teen, flair, print, native, primary, artisan, scenario, singular, flavor, curtain, seat, jacket, kaleidoscopic, lemon","limited, teen, primary, scenario, artisan, singular, mall, underwear, embroidered, chambray, coral, digital, bathing, purse, vent"
2006,3,"fur, coat, boot, velvet, leather, jacket, fall, bag, big, tall, mink, skirt, pant, caftan, silvery","architecture, foulard, damask, tile, dominant, swan, subtlety, excited, melee, dangerous, mongolian, unusual, tender, soul, intention"
2006,4,"body, high, greek, work, tailoring, coat, technology, jacket, romanticism, latex, precise, lightness, surrounding, technique, print","cutting, factory, decision, walk, showpiece, suggestion, resource, random, backpack, clarity, portion, grouping, credit, raison, mental"
2006,5,"snake, accomplished, appliqué, local, result, animal, sculpture, lace, beauty, island, comeback, sunset, sponsor, gown, tulle","snake, local, sculpture, sponsor, comeback, island, sunset, childhood, zigzag, cheek, commitment, cabaret, appliqué, handmade, accomplished"
2006,6,"chiffon, lace, jacket, violet, white, skirt, shirt, spring, waist, gown, circumstance, metaphor, silver, sleeve, silk","circumstance, metaphor, grosgrain, lunch, mosaic, basket, weave, slipper, dotted, watercolor, deft, medium, savvy, backstory, jolt"
2006,7,"print, patent, short, follower, clunky, founder, legging, nightclub, machine, owner, roomy, aqua, terry, period, young","founder, owner, roomy, terry, aqua, ear, origin, burst, tap, stiletto, witty, crocheted, pile, magpie, aged"
2006,8,"spring, skirt, youthful, crochet, transparency, hem, price, surprising, coat, blouse, fall, sundress, sweater, poppy, gazar","poppy, gazar, tack, rayon, cell, phone, croc, piqué, growth, bar, offhand, transparency, blocking, ponyskin, patch"
2006,9,"clientele, gauzy, formal, installation, groovy, versatility, calling, fresh, womenswear, ongoing, pant, lilac, silk, jacket, jewelry","versatility, installation, groovy, ongoing, womenswear, clientele, calling, trumpet, faux, naive, inevitable, monochromatic, secondary, pinstriped, capital"
2007,0,"jacket, cut, shoulder, buttery, comfortable, silk, arm, skirt, gauzy, pant, prettiness, leather, high, waistcoat, body","comfortable, buttery, cohesive, ideal, grouping, reflective, slipdress, immediate, integral, prettiness, lattice, gloss, sliver, shadow, racerback"
2007,1,"skirt, gown, yard, silk, sleeve, shocking, outsize, waist, cocktail, collar, number, jacket, beading, corsage, graceful","outsize, notice, uncomplicated, yard, marriage, insider, steam, firm, dressy, artisanal, circuit, corsage, alligator, collarbone, south"
2007,2,"print, rhinestone, pant, floral, seventy, silk, giddy, daisy, quintessential, short, prom, skirt, sixty, role, drop","phrase, excited, caramel, photography, mien, rein, counterpart, trippy, jogging, daisy, quintessential, heady, aggressive, spider, rear"
2007,3,"coat, fur, jacket, cable, shearling, skirt, sweater, fall, nubby, tweed, sable, boot, leather, orange, basketball","basketball, parent, average, nubby, fastening, diva, windowpane, heroine, physical, stripey, crinkly, paean, generous, plush, chevron"
2007,4,"jacket, body, high, coat, shoulder, price, skirt, passage, narrow, white, fact, german, approach, volume, orange","strategic, artificial, tendency, beaver, coated, austere, ethos, peer, fisherman, botanical, surreal, contrary, soul, sponsor, stellar"
2007,5,"sister, grommet, performance, print, argument, dog, shirt, big, audience, gown, explanation, camouflage, screen, young, end","argument, earthy, domestic, horror, translucent, route, mosaic, explanation, grommet, essential, humble, aforementioned, surfer, velour, kudo"
2007,6,"goddess, roman, laced, short, gown, jacket, shoulder, forty, lace, bow, lingerie, heyday, gamine, magical, nostalgic","laced, nostalgic, gamine, heyday, magical, swirly, offer, review, application, pistachio, darkness, roman, drift, leitmotif, bejeweled"
2007,7,"coat, plastic, fun, short, print, sporty, white, heavy, jacket, young, nylon, game, patent, shirt, summer","mannered, impossible, functional, park, irregular, extravaganza, dystopian, purse, sumptuous, rise, dynamic, component, childhood, responsible, legendary"
2007,8,"print, neckline, socialite, jacket, collage, archive, chiffon, white, maillot, party, silk, respect, basket, traditional, shirt","utility, placket, comic, phone, lightning, rust, collage, respect, basket, sensational, coin, fluoro, shame, neckpiece, takeaway"
2007,9,"pant, coat, jacket, silk, short, anorak, devoted, languid, scalloped, swan, burlap, follower, cotton, white, challenge","devoted, scalloped, swan, burlap, foray, draping, tomboy, hawaiian, needle, border, traveler, prep, follower, loafer, ship"
2008,0,"brazilian, masculine, jacket, return, skirt, feminine, short, leather, com, coat, suit, pant, gauze, latin, bedroom","fancy, gun, studded, karate, daring, apparent, duty, latin, mineral, halterneck, fatigue, worker, folksy, artisan, velour"
2008,1,"silk, neckline, gown, vivid, painting, minded, carpet, wool, ruffle, skirt, jeweled, jacket, print, waist, petal","saturated, pleasing, introduction, finesse, botanical, understatement, jumper, caviar, minded, abstracted, break, bib, icon, focused, capable"
2008,2,"print, daughter, ruching, uneven, topstitching, present, short, silk, demand, jacket, leather, floral, endless, reputation, skirt","ruching, topstitching, uneven, needle, rule, testament, dye, dominant, church, uncomplicated, chandelier, coin, glitz, swatch, endless"
2008,3,"fur, coat, jacket, tweed, luxury, cashmere, shearling, sweater, skirt, neckpiece, pant, mink, leather, boot, impeccable","absence, argyle, irresistible, femme, felted, savvy, protection, strictness, medium, smattering, laced, horizon, cowgirl, aviator, gloss"
2008,4,"ice, body, high, technical, end, bodysuit, african, extraordinary, blue, toile, genuine, remote, imagination, marled, work","toile, genuine, remote, marled, rocker, poetry, cinematic, sturdy, kilter, inherent, nomadic, equal, shouldered, ice, allusion"
2008,5,"print, extreme, doubt, jacket, white, ability, car, chiffon, flight, whiff, antidote, service, chinchilla, craze, lamé","chinchilla, antidote, service, southern, stride, private, purse, languor, responsible, subdued, whiff, craze, split, attempt, parent"
2008,6,"satin, number, memory, shoulder, jacket, silk, pant, macram, lace, organza, gown, netting, goddess, makeup, strapless","connotation, solo, tribute, aubergine, grandmother, alluring, macram, modesty, netting, formality, fastening, distant, australian, opener, realm"
2008,7,"fun, bikini, half, giant, wash, jean, high, nautical, course, cover, book, japanese, pant, graffiti, parka","neoprene, rebellious, attire, zippy, punchy, piecer, wash, application, energetic, extravaganza, sheepskin, jolt, slope, iconic, nautical"
2008,8,"print, skirt, white, chiffon, short, calling, young, sweet, jacket, lime, photo, signature, medallion, choker, typical","calling, choker, medallion, mustard, officer, generous, decorous, architect, vice, messy, glance, pistachio, flouncy, debutante, excellent"
2008,9,"exhibition, jacket, menswear, white, button, linen, husband, splash, silk, rebel, niche, son, feminine, pant, trouser","niche, rebel, son, obsessive, handful, evocative, maiden, classical, exhibition, souvenir, tap, wooden, stellar, camisole, lightweight"
2009,0,"leather, task, jacket, white, skirt, horse, circle, spring, pant, creamy, neckline, signature, net, strong, narrow","task, poetic, slate, sponsor, grecian, glad, beret, commentary, bar, latin, fluidity, intelligent, ride, emerald, racy"
2009,1,"gown, cocktail, column, wool, moody, sleeve, crystal, white, silk, shoulder, neckline, skirt, number, understatement, jacket","understatement, shimmering, collarbone, online, cowgirl, thoughtful, prim, rear, checkerboard, disc, sensuous, tempting, closure, suggestion, authority"
2009,2,"army, print, denim, pant, halterneck, jacket, seventy, satchel, chiffon, short, natural, devoted, paisley, epaulet, feather","devoted, halterneck, gypsy, kaleidoscopic, satchel, maillot, mundane, flea, stirrup, reliable, deco, grandmother, burst, linear, accordion"
2009,3,"coat, fur, leather, luxury, high, jacket, tweed, knit, mink, funnel, matchy, boot, interplay, tight, pant","interplay, title, protection, maker, bite, optic, bourgeois, caped, poncho, beloved, claim, bug, pvc, sable, gray"
2009,4,"jacket, church, coat, shoulder, tabard, body, modern, end, winter, level, secret, leather, historical, conceptual, intellectual","shocking, curvaceous, mannered, medieval, tabard, monochromatic, breakthrough, attire, grit, collaborator, demure, identifiable, brushstroke, myriad, characteristic"
2009,5,"leather, surreal, tulle, jacket, proud, blocking, head, pure, coat, experience, city, big, multiple, toe, swimsuit","horde, swimsuit, suited, velour, warmth, function, connotation, somber, site, complicated, proud, aviator, opulence, diaphanous, spin"
2009,6,"shoulder, tailcoat, camouflage, chain, elastic, jacket, satin, ruffled, patchworked, thigh, print, brainer, lingerie, short, slight","brainer, translucent, inherent, tender, premise, milanese, entrance, knicker, habit, sunburst, cascade, grazing, australian, patchworked, spaghetti"
2009,7,"young, shirt, jacket, short, leather, big, legging, jean, boot, wash, fun, giant, denim, follower, blue","rebellious, punchy, overcoat, available, ambition, textural, tomato, rumpled, debutante, relationship, gun, slipdress, determined, graffiti, chest"
2009,8,"print, silk, swirl, butterfly, lavish, abundance, fruit, mill, skirt, embroidery, ruching, short, innocence, white, fishtail","fruit, ruching, fishtail, broderie, enthusiastic, mill, butterfly, poor, lavish, shawl, pinafore, raspberry, custom, musical, innocence"
2009,9,"pant, jacket, bridge, short, silk, skirt, white, scheme, paean, nomadic, khaki, button, soft, choker, corner","scheme, paean, nomadic, choker, full, prairie, inclined, bridge, trippy, billionaire, artful, alluring, pullover, robe, rust"
2010,0,"jacket, white, leather, shirt, handwork, indigo, pant, ceramic, peplum, skirt, cotton, silk, pack, roomy, lace","indigo, handwork, robe, delight, treasure, ply, ceramic, latin, steel, break, ubiquitous, sensitive, raspberry, shirtwaist, pack"
2010,1,"silk, carpet, gown, white, coat, heavy, column, sleeve, tree, lineup, number, asymmetrical, sleeveless, skirt, organza","mainstream, nail, graceful, loungewear, dressmaker, shame, southern, tattered, shine, overdone, siren, modesty, inspection, confection, acolyte"
2010,2,"print, verland, denim, shirt, promise, pixelated, jacket, high, dragon, silk, short, cherry, linen, cotton, leather","cheerleader, dragon, trope, object, craze, promise, jigsaw, hundred, stint, nighttime, corporate, secondary, plum, pixelated, average"
2010,3,"fur, coat, jacket, leather, ice, wool, shearling, boot, sweater, vest, camel, outerwear, cashmere, skirt, tweed","sentiment, storm, crucial, medium, shaggy, diffusion, attire, fastening, feral, owl, procession, basketball, ultimate, inner, affordable"
2010,4,"work, body, leather, armor, skirt, art, coat, daisy, genius, hand, feat, jacket, graphic, material, form","comment, shag, revolutionary, armor, daring, bangle, ambition, graduate, groove, veil, crown, raison, dazzling, nonsense, demand"
2010,5,"print, jacket, suit, cloud, fishnet, performance, skirt, era, big, lurid, fact, mystery, synthetic, machine, evocative","oversized, cake, flame, guard, conglomerate, slingback, sponsor, cost, mystery, languor, fishnet, physical, curvy, monogram, financial"
2010,6,"fishtail, melancholy, rubber, control, skirt, leather, lace, jacket, chiffon, short, edgy, silk, puff, print, pant","melancholy, fishtail, cohesive, toile, stovepipe, dart, masterful, coin, twentieth, balloon, throat, considerable, chandelier, principle, thoughtful"
2010,7,"leather, bag, plaid, contemporary, skirt, high, print, jacket, stellar, hotel, fluffy, shoot, different, pair, shirt","mission, junior, millennium, fluffy, stellar, perky, shimmery, sidewalk, magenta, vice, swirly, magical, artisan, solo, dickey"
2010,8,"print, skirt, floral, doll, innocence, white, broderie, anglaise, decorous, neckline, poor, midriff, shift, baby, button","decorous, poor, outer, botanical, damask, chinchilla, daytime, innocence, lighthearted, ship, pony, halterneck, glory, trade, seersucker"
2010,9,"pant, circular, jacket, silk, leather, skirt, retail, conversation, white, welcome, utilitarian, severe, print, ponyhair, right","ponyhair, holographic, wheel, adventure, bite, shout, truth, circular, interplay, poetry, pinstriped, chemise, protective, advantage, persuasive"
2011,0,"jacket, skirt, basketball, pant, white, cheerleader, leather, masculine, print, city, plum, button, freedom, trouser, down","cheerleader, war, rustic, sober, suggestion, swag, premise, mundane, manifesto, basketball, helm, subdued, plum, aware, sidewalk"
